parcel_num	parcel_name	num_vertices	roi_num	roi_name	roi_count	roi_percentage	bilateral_parcel_name	bilateral_roi_name	bilateral_roi_count	bilateral_num_vertices	bilateral_roi_count_max	bilateral_roi_percentage
276	L_6a_ROI	360	0	???	338	93.88888888888889	6a_ROI	???	600	699	600	0.8583690987124464
277	L_i6-8_ROI	86	1	L_Lateral	67	77.90697674418605	i6-8_ROI	Lateral	161	185	161	0.8702702702702703
278	L_s6-8_ROI	55	0	???	52	94.54545454545455	s6-8_ROI	???	138	141	138	0.9787234042553191
279	L_43_ROI	126	0	???	126	100.0	43_ROI	???	261	261	261	1.0
280	L_OP4_ROI	212	0	???	212	100.0	OP4_ROI	???	427	427	427	1.0
281	L_OP1_ROI	135	0	???	135	100.0	OP1_ROI	???	227	227	227	1.0
282	L_OP2-3_ROI	141	0	???	141	100.0	OP2-3_ROI	???	228	228	228	1.0
283	L_52_ROI	72	0	???	72	100.0	52_ROI	???	125	125	125	1.0
284	L_RI_ROI	205	0	???	205	100.0	RI_ROI	???	443	443	443	1.0
285	L_PFcm_ROI	131	0	???	131	100.0	PFcm_ROI	???	315	315	315	1.0
286	L_PoI2_ROI	161	0	???	161	100.0	PoI2_ROI	???	333	333	333	1.0
287	L_TA2_ROI	71	0	???	68	95.77464788732394	TA2_ROI	???	158	182	158	0.8681318681318682
288	L_FOP4_ROI	217	0	???	177	81.5668202764977	FOP4_ROI	???	280	373	280	0.7506702412868632
289	L_MI_ROI	117	0	???	95	81.19658119658119	MI_ROI	???	182	224	182	0.8125
290	L_Pir_ROI	186	0	???	186	100.0	Pir_ROI	???	374	383	374	0.9765013054830287
291	L_AVI_ROI	126	1	L_Lateral	105	83.33333333333334	AVI_ROI	Lateral	247	276	247	0.894927536231884
292	L_AAIC_ROI	76	1	L_Lateral	48	63.1578947368421	AAIC_ROI	Lateral	100	139	100	0.7194244604316546
293	L_FOP1_ROI	50	0	???	50	100.0	FOP1_ROI	???	117	121	117	0.9669421487603306
294	L_FOP3_ROI	84	0	???	84	100.0	FOP3_ROI	???	159	159	159	1.0
295	L_FOP2_ROI	104	0	???	104	100.0	FOP2_ROI	???	190	190	190	1.0
296	L_PFt_ROI	195	0	???	195	100.0	PFt_ROI	???	388	388	388	1.0
297	L_AIP_ROI	309	0	???	309	100.0	AIP_ROI	???	680	680	680	1.0
298	L_EC_ROI	86	0	???	86	100.0	EC_ROI	???	172	172	172	1.0
299	L_PreS_ROI	159	0	???	159	100.0	PreS_ROI	???	328	328	328	1.0
300	L_H_ROI	233	0	???	233	100.0	H_ROI	???	441	441	441	1.0
301	L_ProS_ROI	138	0	???	138	100.0	ProS_ROI	???	271	271	271	1.0
302	L_PeEc_ROI	245	0	???	239	97.55102040816327	PeEc_ROI	???	546	557	546	0.9802513464991023
303	L_STGa_ROI	57	1	L_Lateral	57	100.0	STGa_ROI	Lateral	105	105	105	1.0
304	L_PBelt_ROI	164	0	???	164	100.0	PBelt_ROI	???	260	260	260	1.0
305	L_A5_ROI	138	1	L_Lateral	87	63.04347826086957	A5_ROI	Lateral	270	337	270	0.8011869436201781
306	L_PHA1_ROI	108	0	???	108	100.0	PHA1_ROI	???	220	220	220	1.0
307	L_PHA3_ROI	120	0	???	120	100.0	PHA3_ROI	???	205	205	205	1.0
308	L_STSda_ROI	123	1	L_Lateral	120	97.5609756097561	STSda_ROI	Lateral	308	311	308	0.9903536977491961
309	L_STSdp_ROI	199	1	L_Lateral	165	82.91457286432161	STSdp_ROI	Lateral	354	409	354	0.8655256723716381
310	L_STSvp_ROI	208	1	L_Lateral	208	100.0	STSvp_ROI	Lateral	359	359	359	1.0
311	L_TGd_ROI	418	1	L_Lateral	339	81.10047846889952	TGd_ROI	Lateral	699	836	699	0.8361244019138756
312	L_TE1a_ROI	124	1	L_Lateral	124	100.0	TE1a_ROI	Lateral	229	229	229	1.0
313	L_TE1p_ROI	238	1	L_Lateral	238	100.0	TE1p_ROI	Lateral	464	464	464	1.0
314	L_TE2a_ROI	253	1	L_Lateral	247	97.62845849802372	TE2a_ROI	Lateral	494	532	494	0.9285714285714286
315	L_TF_ROI	296	0	???	273	92.22972972972973	TF_ROI	???	470	609	470	0.7717569786535303
316	L_TE2p_ROI	125	1	L_Lateral	112	89.60000000000001	TE2p_ROI	Lateral	233	270	233	0.8629629629629629
317	L_PHT_ROI	182	1	L_Lateral	175	96.15384615384616	PHT_ROI	Lateral	292	303	292	0.9636963696369637
318	L_PH_ROI	225	1	L_Lateral	153	68.0	PH_ROI	Lateral	301	397	301	0.7581863979848866
319	L_TPOJ1_ROI	181	0	???	84	46.408839779005525	TPOJ1_ROI	???	241	478	241	0.50418410041841
320	L_TPOJ2_ROI	156	0	???	143	91.66666666666666	TPOJ2_ROI	???	258	299	258	0.862876254180602
321	L_TPOJ3_ROI	84	1	L_Lateral	45	53.57142857142857	TPOJ3_ROI	Lateral	103	179	103	0.5754189944134078
322	L_DVT_ROI	129	0	???	109	84.49612403100775	DVT_ROI	???	191	259	191	0.7374517374517374
323	L_PGp_ROI	147	1	L_Lateral	91	61.904761904761905	PGp_ROI	Lateral	218	300	218	0.7266666666666667
324	L_IP2_ROI	198	0	???	160	80.8080808080808	IP2_ROI	???	312	416	312	0.75
325	L_IP1_ROI	189	1	L_Lateral	189	100.0	IP1_ROI	Lateral	383	383	383	1.0
326	L_IP0_ROI	108	1	L_Lateral	67	62.03703703703704	IP0_ROI	Lateral	144	203	144	0.7093596059113301
327	L_PFop_ROI	159	0	???	159	100.0	PFop_ROI	???	314	314	314	1.0
328	L_PF_ROI	372	0	???	372	100.0	PF_ROI	???	755	755	755	1.0
329	L_PFm_ROI	509	0	???	289	56.777996070726914	PFm_ROI	???	544	980	544	0.5551020408163265
330	L_PGi_ROI	430	1	L_Lateral	361	83.95348837209302	PGi_ROI	Lateral	653	807	653	0.8091697645600991
331	L_PGs_ROI	305	1	L_Lateral	305	100.0	PGs_ROI	Lateral	514	514	514	1.0
332	L_V6A_ROI	49	0	???	48	97.95918367346938	V6A_ROI	???	51	96	51	0.53125
333	L_VMV1_ROI	88	0	???	88	100.0	VMV1_ROI	???	201	201	201	1.0
334	L_VMV3_ROI	56	0	???	56	100.0	VMV3_ROI	???	115	115	115	1.0
335	L_PHA2_ROI	68	0	???	68	100.0	PHA2_ROI	???	129	129	129	1.0
336	L_V4t_ROI	42	0	???	42	100.0	V4t_ROI	???	86	87	86	0.9885057471264368
337	L_FST_ROI	98	0	???	90	91.83673469387756	FST_ROI	???	135	175	135	0.7714285714285715
338	L_V3CD_ROI	70	0	???	70	100.0	V3CD_ROI	???	147	149	147	0.9865771812080537
339	L_LO3_ROI	60	0	???	49	81.66666666666667	LO3_ROI	???	95	125	95	0.76
340	L_VMV2_ROI	46	0	???	46	100.0	VMV2_ROI	???	129	129	129	1.0
341	L_31pd_ROI	108	0	???	108	100.0	31pd_ROI	???	189	189	189	1.0
342	L_31a_ROI	64	0	???	64	100.0	31a_ROI	???	136	136	136	1.0
343	L_VVC_ROI	126	0	???	119	94.44444444444444	VVC_ROI	???	242	250	242	0.968
344	L_25_ROI	55	0	???	55	100.0	25_ROI	???	117	117	117	1.0
345	L_s32_ROI	54	0	???	54	100.0	s32_ROI	???	106	106	106	1.0
346	L_pOFC_ROI	78	0	???	78	100.0	pOFC_ROI	???	196	196	196	1.0
347	L_PoI1_ROI	154	0	???	154	100.0	PoI1_ROI	???	317	317	317	1.0
348	L_Ig_ROI	65	0	???	65	100.0	Ig_ROI	???	189	189	189	1.0
349	L_FOP5_ROI	138	1	L_Lateral	111	80.43478260869566	FOP5_ROI	Lateral	266	294	266	0.9047619047619048
350	L_p10p_ROI	110	0	???	110	100.0	p10p_ROI	???	246	258	246	0.9534883720930233
351	L_p47r_ROI	129	1	L_Lateral	127	98.44961240310077	p47r_ROI	Lateral	223	229	223	0.9737991266375546
352	L_TGv_ROI	67	1	L_Lateral	66	98.50746268656717	TGv_ROI	Lateral	182	193	182	0.9430051813471503
353	L_MBelt_ROI	91	0	???	91	100.0	MBelt_ROI	???	166	166	166	1.0
354	L_LBelt_ROI	76	0	???	76	100.0	LBelt_ROI	???	161	161	161	1.0
355	L_A4_ROI	204	0	???	190	93.13725490196079	A4_ROI	???	338	391	338	0.8644501278772379
356	L_STSva_ROI	129	1	L_Lateral	127	98.44961240310077	STSva_ROI	Lateral	208	210	208	0.9904761904761905
357	L_TE1m_ROI	102	1	L_Lateral	102	100.0	TE1m_ROI	Lateral	224	224	224	1.0
358	L_PI_ROI	130	0	???	118	90.76923076923077	PI_ROI	???	204	257	204	0.7937743190661478
359	L_a32pr_ROI	128	0	???	128	100.0	a32pr_ROI	???	255	255	255	1.0
360	L_p24_ROI	58	0	???	58	100.0	p24_ROI	???	131	131	131	1.0
