parcel_num	parcel_name	num_vertices	roi_num	roi_name	roi_count	roi_percentage
265	L_a9-46v_ROI	126	0.0	???	106	84.12698412698413
266	L_9-46d_ROI	267	0.0	???	267	100.0
267	L_9a_ROI	151	0.0	???	151	100.0
268	L_10v_ROI	133	0.0	???	133	100.0
269	L_a10p_ROI	105	0.0	???	98	93.33333333333333
270	L_10pp_ROI	95	0.0	???	95	100.0
271	L_11l_ROI	170	0.0	???	128	75.29411764705883
272	L_13l_ROI	117	1.0	L_Lateral	79	67.52136752136752
273	L_OFC_ROI	328	0.0	???	322	98.17073170731707
274	L_47s_ROI	119	1.0	L_Lateral	103	86.5546218487395
275	L_LIPd_ROI	99	0.0	???	53	53.535353535353536
276	L_6a_ROI	360	0.0	???	344	95.55555555555556
277	L_i6-8_ROI	86	1.0	L_Lateral	67	77.90697674418605
278	L_s6-8_ROI	55	0.0	???	53	96.36363636363636
279	L_43_ROI	126	0.0	???	126	100.0
280	L_OP4_ROI	212	0.0	???	212	100.0
281	L_OP1_ROI	135	0.0	???	135	100.0
282	L_OP2-3_ROI	141	0.0	???	141	100.0
283	L_52_ROI	72	0.0	???	72	100.0
284	L_RI_ROI	205	0.0	???	205	100.0
285	L_PFcm_ROI	131	0.0	???	131	100.0
286	L_PoI2_ROI	161	0.0	???	161	100.0
287	L_TA2_ROI	71	0.0	???	71	100.0
288	L_FOP4_ROI	217	0.0	???	189	87.09677419354838
289	L_MI_ROI	117	0.0	???	103	88.03418803418803
290	L_Pir_ROI	186	0.0	???	186	100.0
291	L_AVI_ROI	126	1.0	L_Lateral	114	90.47619047619048
292	L_AAIC_ROI	76	1.0	L_Lateral	50	65.78947368421053
293	L_FOP1_ROI	50	0.0	???	50	100.0
294	L_FOP3_ROI	84	0.0	???	84	100.0
295	L_FOP2_ROI	104	0.0	???	104	100.0
296	L_PFt_ROI	195	0.0	???	195	100.0
297	L_AIP_ROI	309	0.0	???	309	100.0
298	L_EC_ROI	86	0.0	???	86	100.0
299	L_PreS_ROI	159	0.0	???	159	100.0
300	L_H_ROI	233	0.0	???	233	100.0
301	L_ProS_ROI	138	0.0	???	138	100.0
302	L_PeEc_ROI	245	0.0	???	237	96.73469387755102
303	L_STGa_ROI	57	1.0	L_Lateral	51	89.47368421052632
304	L_PBelt_ROI	164	0.0	???	163	99.39024390243902
305	L_A5_ROI	138	1.0	L_Lateral	116	84.05797101449275
306	L_PHA1_ROI	108	0.0	???	108	100.0
307	L_PHA3_ROI	120	0.0	???	120	100.0
308	L_STSda_ROI	123	1.0	L_Lateral	123	100.0
309	L_STSdp_ROI	199	1.0	L_Lateral	173	86.93467336683418
310	L_STSvp_ROI	208	1.0	L_Lateral	208	100.0
311	L_TGd_ROI	418	1.0	L_Lateral	333	79.66507177033493
312	L_TE1a_ROI	124	1.0	L_Lateral	124	100.0
313	L_TE1p_ROI	238	1.0	L_Lateral	238	100.0
314	L_TE2a_ROI	253	1.0	L_Lateral	246	97.23320158102767
315	L_TF_ROI	296	0.0	???	267	90.2027027027027
316	L_TE2p_ROI	125	1.0	L_Lateral	111	88.8
317	L_PHT_ROI	182	0.0	???	94	51.64835164835166
318	L_PH_ROI	225	1.0	L_Lateral	168	74.66666666666667
319	L_TPOJ1_ROI	181	0.0	???	152	83.97790055248619
320	L_TPOJ2_ROI	156	0.0	???	93	59.61538461538461
321	L_TPOJ3_ROI	84	1.0	L_Lateral	68	80.95238095238095
322	L_DVT_ROI	129	0.0	???	120	93.02325581395348
323	L_PGp_ROI	147	0.0	???	84	57.14285714285714
324	L_IP2_ROI	198	0.0	???	155	78.28282828282829
325	L_IP1_ROI	189	1.0	L_Lateral	189	100.0
326	L_IP0_ROI	108	1.0	L_Lateral	62	57.407407407407405
327	L_PFop_ROI	159	0.0	???	159	100.0
328	L_PF_ROI	372	0.0	???	372	100.0
329	L_PFm_ROI	509	1.0	L_Lateral	342	67.19056974459725
330	L_PGi_ROI	430	1.0	L_Lateral	430	100.0
331	L_PGs_ROI	305	1.0	L_Lateral	305	100.0
332	L_V6A_ROI	49	1.0	L_Lateral	28	57.14285714285714
333	L_VMV1_ROI	88	0.0	???	88	100.0
334	L_VMV3_ROI	56	0.0	???	56	100.0
335	L_PHA2_ROI	68	0.0	???	68	100.0
336	L_V4t_ROI	42	0.0	???	42	100.0
337	L_FST_ROI	98	0.0	???	98	100.0
338	L_V3CD_ROI	70	0.0	???	70	100.0
339	L_LO3_ROI	60	0.0	???	54	90.0
340	L_VMV2_ROI	46	0.0	???	46	100.0
341	L_31pd_ROI	108	0.0	???	108	100.0
342	L_31a_ROI	64	0.0	???	64	100.0
343	L_VVC_ROI	126	0.0	???	119	94.44444444444444
344	L_25_ROI	55	0.0	???	55	100.0
345	L_s32_ROI	54	0.0	???	54	100.0
346	L_pOFC_ROI	78	0.0	???	78	100.0
347	L_PoI1_ROI	154	0.0	???	154	100.0
348	L_Ig_ROI	65	0.0	???	65	100.0
349	L_FOP5_ROI	138	1.0	L_Lateral	110	79.71014492753623
350	L_p10p_ROI	110	0.0	???	110	100.0
351	L_p47r_ROI	129	1.0	L_Lateral	103	79.84496124031007
352	L_TGv_ROI	67	1.0	L_Lateral	65	97.01492537313433
353	L_MBelt_ROI	91	0.0	???	91	100.0
354	L_LBelt_ROI	76	0.0	???	76	100.0
355	L_A4_ROI	204	0.0	???	157	76.9607843137255
356	L_STSva_ROI	129	1.0	L_Lateral	129	100.0
357	L_TE1m_ROI	102	1.0	L_Lateral	102	100.0
358	L_PI_ROI	130	0.0	???	117	90.0
359	L_a32pr_ROI	128	0.0	???	128	100.0
360	L_p24_ROI	58	0.0	???	58	100.0
